Date,Open,High,Low,Close,Volume,Adj Close
2011-08-04,0.02,0.02,0.02,0.02,000,0.02
2011-08-03,0.02,0.02,0.02,0.02,000,0.02
2011-08-02,0.02,0.02,0.02,0.02,000,0.02
2011-08-01,0.02,0.02,0.02,0.02,6000,0.02
2011-07-29,0.02,0.02,0.02,0.02,000,0.02
2011-07-28,0.02,0.02,0.02,0.02,000,0.02
2011-07-27,0.02,0.03,0.02,0.02,000,0.02
2011-07-26,0.02,0.03,0.02,0.02,000,0.02
2011-07-25,0.02,0.03,0.02,0.02,000,0.02
2011-07-22,0.02,0.02,0.02,0.02,000,0.02
2011-07-21,0.02,0.03,0.02,0.02,000,0.02
2011-07-20,0.02,0.03,0.02,0.02,000,0.02
2011-07-19,0.02,0.02,0.02,0.02,80000,0.02
2011-07-18,0.02,0.03,0.02,0.02,000,0.02
2011-07-15,0.02,0.02,0.02,0.02,10000,0.02
2011-07-14,0.02,0.02,0.02,0.02,000,0.02
2011-07-13,0.02,0.02,0.02,0.02,000,0.02
2011-07-12,0.02,0.03,0.02,0.02,000,0.02
2011-07-11,0.02,0.03,0.02,0.02,000,0.02
2011-07-08,0.02,0.02,0.02,0.02,000,0.02
2011-07-07,0.02,0.02,0.02,0.02,000,0.02
2011-07-06,0.02,0.03,0.02,0.02,000,0.02
2011-07-05,0.02,0.03,0.02,0.02,000,0.02
2011-07-04,0.02,0.03,0.02,0.02,000,0.02
2011-07-01,0.02,0.03,0.02,0.02,000,0.02
2011-06-30,0.02,0.03,0.02,0.02,000,0.02
2011-06-29,0.02,0.03,0.02,0.02,000,0.02
2011-06-28,0.02,0.03,0.02,0.02,000,0.02
2011-06-27,0.03,0.03,0.03,0.03,65000,0.03
2011-06-24,0.02,0.03,0.02,0.02,000,0.02
2011-06-23,0.02,0.03,0.02,0.02,000,0.02
2011-06-22,0.02,0.02,0.02,0.02,30000,0.02
2011-06-21,0.01,0.03,0.01,0.01,000,0.01
2011-06-20,0.01,0.03,0.01,0.01,000,0.01
2011-06-17,0.03,0.03,0.03,0.03,35000,0.03
2011-06-16,0.02,0.03,0.02,0.02,000,0.02
2011-06-15,0.02,0.03,0.02,0.02,000,0.02
2011-06-14,0.03,0.03,0.03,0.03,139000,0.03
2011-06-13,0.02,0.03,0.02,0.02,000,0.02
2011-06-10,0.02,0.03,0.02,0.02,000,0.02
2011-06-09,0.02,0.03,0.02,0.02,000,0.02
2011-06-08,0.02,0.03,0.02,0.02,000,0.02
2011-06-07,0.02,0.03,0.02,0.02,000,0.02
2011-06-06,0.02,0.03,0.02,0.02,000,0.02
2011-06-03,0.02,0.03,0.02,0.02,000,0.02
2011-06-02,0.02,0.03,0.02,0.02,000,0.02
2011-06-01,0.02,0.03,0.02,0.02,000,0.02
2011-05-31,0.02,0.03,0.02,0.02,000,0.02
2011-05-30,0.02,0.03,0.02,0.02,000,0.02
2011-05-27,0.02,0.03,0.02,0.02,000,0.02
2011-05-26,0.02,0.02,0.02,0.02,5000,0.02
2011-05-25,0.02,0.03,0.02,0.02,000,0.02
2011-05-24,0.02,0.03,0.02,0.02,000,0.02
2011-05-23,0.02,0.03,0.02,0.02,000,0.02
2011-05-20,0.02,0.03,0.02,0.02,000,0.02
2011-05-19,0.02,0.03,0.02,0.02,000,0.02
2011-05-18,0.02,0.03,0.02,0.02,000,0.02
2011-05-16,0.02,0.03,0.02,0.02,000,0.02
2011-05-13,0.02,0.03,0.02,0.02,000,0.02
