"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"ChinaPrtP","B3C","0.0","0.0","0.0","0.0","30.0","0.168","0.188","20.0","0.0","0.0","0.0","0.21","0.0","2",,"2011-07-26 18:22:39",
"Chinasing","C16","0.0090","-0.0010","-11.111112","8.0","1904.0","0.0090","0.02","1020.0","0.0090","0.0090","0.0090","0.01","72.0","A",,"2011-07-26 18:22:39",
"ChinaSsine","CH8","0.255","0.0050","1.9607843","230.0","33.0","0.255","0.26","107.0","0.255","0.255","0.255","0.25","58650.0","2",,"2011-07-26 18:22:39",
"ChinaTaisan","F2X","0.164","-0.0010","-0.6097561","13913.0","172.0","0.163","0.164","170.0","0.165","0.165","0.162","0.165","2274493.0","2",,"2011-07-26 18:22:39",
"ChinaTitan","530","0.0060","0.0010","16.666666","2101.0","8649.0","0.0050","0.0060","7636.0","0.0050","0.0060","0.0050","0.0050","11606.0","2",,"2011-07-26 18:22:39",
"ChinaVision 2k HK$","S91","0.0","0.0","0.0","0.0","0.0","0.0","0.5","2.0","0.0","0.0","0.0","0.8","0.0","2",,"2011-07-26 18:22:39",
"ChinaYuanb","B2X","0.0","0.0","0.0","0.0","50.0","0.09","0.095","17.0","0.0","0.0","0.0","0.088","0.0","9",,"2011-07-26 18:22:39",
"ChipEngS","C29","0.45","0.015","3.3333335","2141.0","40.0","0.445","0.45","195.0","0.44","0.455","0.44","0.435","958320.0","3",,"2011-07-26 18:22:39",
"Chosen","C10","0.0","0.0","0.0","0.0","1.0","0.125","0.135","12.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-07-26 18:22:39",
"ChuanHup","C33","0.26","0.01","3.846154","1434.0","231.0","0.25","0.26","159.0","0.25","0.26","0.25","0.25","364535.0","7",,"2011-07-26 18:22:39",
"CH Offshore","C13","0.42","0.0050","1.1904762","165.0","138.0","0.415","0.425","22.0","0.42","0.425","0.415","0.415","69380.0","7",,"2011-07-26 18:22:39",
"CHA ADR 10US$","K3ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.74","0.0","7",,"2011-07-26 18:22:39",
"CHL ADR 10US$","K3PD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.61","0.0","7",,"2011-07-26 18:22:39",
"CHT","C36","0.0","0.0","0.0","0.0","1.0","0.1","0.135","90.0","0.0","0.0","0.0","0.123","0.0","2",,"2011-07-26 18:22:39",
"CHU ADR 10US$","K3ID","19.67","0.51","2.5927808","5.0","1.0","19.47","19.62","1.0","19.67","19.67","19.67","19.16","98350.0","7",,"2011-07-26 18:22:39",
"Cityneon","5HJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.35","0.0","A",,"2011-07-26 18:22:39",
"CitySpring","A7RU","0.49","0.01","2.0408163","902.0","168.0","0.485","0.49","390.0","0.485","0.49","0.48","0.48","437435.0","D","CR","2011-07-26 18:22:39",
"CIMBASEAN40 100US$@","M62","0.0","0.0","0.0","0.0","0.2","11.03","11.22","10.0","0.0","0.0","0.0","11.03","0.0","8",,"2011-07-26 18:22:39",
"CITYDEV","C09","10.79","0.05","0.46339202","484.0","8.0","10.78","10.79","12.0","10.77","10.81","10.73","10.74","5218310.0","9",,"2011-07-26 18:22:39",
"CITYDEV NCCPS","C70","1.15","-0.02","-1.7391305","1.0","9.0","1.15","1.17","50.0","1.15","1.15","1.15","1.17","1150.0","9",,"2011-07-26 18:22:39",
"CITYDEV.ES.1107@","OC6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.67","0.0","5",,"2011-07-26 18:22:39",
"CITYDEV.ES.1108@","OR1","10.75","0.05","0.4651163","1.0","0.0","0.0","0.0","0.0","10.75","10.75","10.75","10.7","10750.0","5",,"2011-07-26 18:22:39",
"CJFertilizer","JA9","0.25","-0.01","-4.0","50.0","40.0","0.24","0.255","40.0","0.25","0.25","0.25","0.26","12500.0","2",,"2011-07-26 18:22:39",
"CMPacific","C22","0.55","0.0","0.0","361.0","49.0","0.55","0.565","30.0","0.55","0.55","0.545","0.55","198540.0","7",,"2011-07-26 18:22:39",
"CMProp 100 HK$","C03","0.0","0.0","0.0","0.0","10.0","8.5","0.0","0.0","0.0","0.0","0.0","18.0","0.0","4",,"2011-07-26 18:22:39",
"CMZ","CO0","0.136","-0.0090","-6.6176467","44.0","200.0","0.14","0.156","15.0","0.14","0.14","0.136","0.145","6064.0","2",,"2011-07-26 18:22:39",
"CNA","5GC","0.0","0.0","0.0","0.0","50.0","0.15","0.155","1.0","0.0","0.0","0.0","0.155","0.0","A",,"2011-07-26 18:22:39",
"Cogent","KJ9","0.14","-0.0050","-3.5714285","40.0","2060.0","0.14","0.144","10.0","0.14","0.14","0.14","0.145","5600.0","A",,"2011-07-26 18:22:39",
"Colex","567","0.098","-0.0020","-2.0408163","3.0","48.0","0.098","0.11","57.0","0.1","0.1","0.098","0.1","296.0","A",,"2011-07-26 18:22:39",
"CombWill 100","N0Z","2.17","-0.07","-3.2258062","3.0","1.0","2.17","2.21","3.0","2.25","2.25","2.16","2.24","6545.0","2",,"2011-07-26 18:22:39",
"ComfortD.ES.1107@","OC7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"ComfortD.ES.1108@","OR7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"ComfortDelGro","C52","1.445","0.025","1.7301037","2217.0","59.0","1.44","1.445","109.0","1.425","1.445","1.42","1.42","3176200.0","7",,"2011-07-26 18:22:39",
"CommDesign","5HT","0.0","0.0","0.0","0.0","3.0","0.03","0.0","0.0","0.0","0.0","0.0","0.045","0.0","A",,"2011-07-26 18:22:39",
"Compact","C02","0.0040","0.0","0.0","515.0","3235.0","0.0040","0.0050","9466.0","0.0040","0.0040","0.0040","0.0040","2060.0","2",,"2011-07-26 18:22:39",
"Consciencefood","L1D","0.26","0.01","3.846154","980.0","175.0","0.255","0.26","539.0","0.25","0.26","0.25","0.25","249705.0","2",,"2011-07-26 18:22:39",
"Contel Corp","OJ4","0.345","0.01","2.8985507","1718.0","53.0","0.345","0.35","377.0","0.34","0.35","0.34","0.335","592380.0","2",,"2011-07-26 18:22:39",
"Contel Corp 100","OJ5","0.345","0.015","4.347826","1.6","1.9","0.33","0.35","0.3","0.33","0.345","0.33","0.33","535.0","2",,"2011-07-26 18:22:39",
"Cortina","C41","0.0","0.0","0.0","0.0","2.0","0.445","0.5","4.0","0.0","0.0","0.0","0.45","0.0","4","CD","2011-07-26 18:22:39",
"CoscoCorp","F83","1.81","0.01","0.5524862","6146.0","613.0","1.805","1.81","36.0","1.805","1.815","1.795","1.8","1.1106085E7","7",,"2011-07-26 18:22:39",
"CoscoCorp.ES.1107@","OC8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.735","0.0","5",,"2011-07-26 18:22:39",
"CoscoCorp.ES.1108@","OR0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"Cosmosteel","B9S","0.152","0.0010","0.6578948","32.0","43.0","0.152","0.155","3.0","0.152","0.152","0.152","0.151","4864.0","4",,"2011-07-26 18:22:39",
"Cougar","F86","0.28","0.0","0.0","141.0","59.0","0.275","0.285","156.0","0.28","0.28","0.275","0.28","39425.0","7","CD","2011-07-26 18:22:39",
"CourageMa","E91","0.0","0.0","0.0","0.0","93.0","0.147","0.15","100.0","0.0","0.0","0.0","0.15","0.0","7",,"2011-07-26 18:22:39",
"CPH","539","0.0070","0.0","0.0","115.0","2045.0","0.0070","0.0080","4302.0","0.0070","0.0070","0.0070","0.0070","805.0","2",,"2011-07-26 18:22:39",
"CraftP","541","0.0","0.0","0.0","0.0","600.0","0.021","0.028","160.0","0.0","0.0","0.0","0.022","0.0","2",,"2011-07-26 18:22:39",
"Creative 50","C76","2.95","0.03","1.0169492","13.15","0.75","2.91","2.95","2.4","2.92","2.95","2.91","2.92","38407.0","2",,"2011-07-26 18:22:39",
"CreativMast^","C35","0.063","0.0","0.0","50.0","30.0","0.059","0.063","200.0","0.063","0.063","0.063","0.063","3150.0","2",,"2011-07-26 18:22:39",
"CSC","C06","0.134","0.0040","2.9850745","965.0","400.0","0.133","0.134","50.0","0.13","0.136","0.13","0.13","129123.0","3","CD","2011-07-26 18:22:39",
"CSE Global","544","1.23","0.01","0.8130081","271.0","10.0","1.225","1.23","16.0","1.21","1.235","1.21","1.22","330800.0","A",,"2011-07-26 18:22:39",
"CTRP ADR 10US$+","K3RD","0.0","0.0","0.0","0.0","0.2","43.5","0.0","0.0","0.0","0.0","0.0","43.5","0.0","A",,"2011-07-26 18:22:39",
"CWT","C14","1.31","0.015","1.1450382","1204.0","135.0","1.305","1.31","21.0","1.3","1.315","1.29","1.295","1569795.0","7",,"2011-07-26 18:22:39",
"CYOU ADR 10US$+","K3JD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.56","0.0","A",,"2011-07-26 18:22:39",
"DairyFarm 900 US$","D01","8.54","0.06","0.7025761","36.9","0.9","8.52","8.55","0.9","8.48","8.59","8.48","8.48","314181.0","4",,"2011-07-26 18:22:39",
"Daiwa ShariaJ100US$@","F1F","0.0","0.0","0.0","0.0","10.0","8.89","8.93","10.0","0.0","0.0","0.0","8.82","0.0","8",,"2011-07-26 18:22:39",
"Dapai","FP1","0.09","-0.0030","-3.3333333","2100.0","103.0","0.09","0.092","200.0","0.093","0.093","0.09","0.093","191400.0","2",,"2011-07-26 18:22:39",
"Darco","5CB","0.058","0.0080","13.793104","391.0","110.0","0.055","0.058","19.0","0.052","0.058","0.052","0.05","21608.0","A",,"2011-07-26 18:22:39",
"Datapulse","D04","0.22","0.0050","2.2727273","90.0","1146.0","0.21","0.22","395.0","0.215","0.22","0.215","0.215","19515.0","2",,"2011-07-26 18:22:39",
"DBS","D05","15.1","0.07","0.46357614","3236.0","2.0","15.08","15.1","143.0","15.05","15.1","14.99","15.03","4.8746888E7","8",,"2011-07-26 18:22:39",
"DBS Bk 4.7% NCPS 100","MU7","105.5","-0.9","-0.8530806","4.7","0.1","105.68","106.45","0.9","106.5","106.5","105.0","106.4","497552.0","8",,"2011-07-26 18:22:39",
"DBS STI ETF 100@","G3B","3.21","0.02","0.62305295","25.4","1000.0","3.19","3.22","6.5","3.2","3.21","3.2","3.19","81350.0","8",,"2011-07-26 18:22:39",
"DBS.ES.1107@","OC9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.88","0.0","5",,"2011-07-26 18:22:39",
"DBS.ES.1108@","OQ9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
"DBXT AUD Bonds 5AU$@","K6Y","0.0","0.0","0.0","0.0","0.025","162.65","0.0","0.0","0.0","0.0","0.0","163.1","0.0","8",,"2011-07-26 18:22:39",
"DBXT AUDMM 5AU$@","KV5","0.0","0.0","0.0","0.0","0.5","196.09","196.19","0.5","0.0","0.0","0.0","194.97","0.0","8",,"2011-07-26 18:22:39",
"DBXT AUDMM 5SG$@","KV7","257.85","-0.3","-0.11634672","0.01","0.5","257.58","0.0","0.0","257.85","257.85","257.85","258.15","2578.0","8",,"2011-07-26 18:22:39",
"DBXT AUDMM 5US$@","KV6","0.0","0.0","0.0","0.0","0.5","214.15","214.4","0.5","0.0","0.0","0.0","207.0","0.0","8",,"2011-07-26 18:22:39",
"DBXT China25 10US$@","HD8","31.25","0.15","0.48000002","2.0","4.0","31.48","0.0","0.0","31.25","31.25","31.25","31.1","62500.0","8",,"2011-07-26 18:22:39",
"DBXT CSI300 10US$@","KT4","10.05","-0.13","-1.2935324","12.43","1.1","10.02","0.0","0.0","10.07","10.07","10.05","10.18","124970.0","8","XD","2011-07-26 18:22:39",
"DBXT DBCBDJUBS10US$@","L5F","0.0","0.0","0.0","0.0","1.5","38.4","38.58","1.5","0.0","0.0","0.0","38.38","0.0","8",,"2011-07-26 18:22:39",
"DBXT DBCBLEB 10US$@","L5G","0.0","0.0","0.0","0.0","2.5","23.0","0.0","0.0","0.0","0.0","0.0","22.98","0.0","8",,"2011-07-26 18:22:39",
"DBXT DBLCI-OY 5US$@","J0S","0.0","0.0","0.0","0.0","1.5","43.3","43.48","1.5","0.0","0.0","0.0","43.24","0.0","8",,"2011-07-26 18:22:39",
"DBXT E50 10US$@","IH0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.91","0.0","8",,"2011-07-26 18:22:39",
"DBXT EONIA 5US$@","KV8","200.9","3.36","1.6724739","0.5","0.5","201.24","201.74","0.5","200.9","200.9","200.9","197.54","100450.0","8",,"2011-07-26 18:22:39",
"DBXT iBoxxKR 5US$@","KT2","0.0","0.0","0.0","0.0","0.5","134.57","135.57","0.5","0.0","0.0","0.0","135.41","0.0","8",,"2011-07-26 18:22:39",
"DBXT iBoxxSing5SG$@","KV4","0.0","0.0","0.0","0.0","0.5","124.07","124.57","0.5","0.0","0.0","0.0","122.95","0.0","8",,"2011-07-26 18:22:39",
"DBXT iBoxxSvEu5US$@","KF6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","234.51","0.0","8",,"2011-07-26 18:22:39",
"DBXT iBoxxUSTr 5US$@","KF7","0.0","0.0","0.0","0.0","0.5","192.09","192.99","1.0","0.0","0.0","0.0","192.17","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSAsExJp10US$@","IH1","34.65","0.39","1.1255411","0.66","0.0","0.0","0.0","0.0","34.44","34.65","34.44","34.26","22798.0","8",,"2011-07-26 18:22:39",
"DBXT MSAXJHDY 10US$@","N2F","0.0","0.0","0.0","0.0","1.5","1.799","0.0","0.0","0.0","0.0","0.0","1.799","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSBrazil 10US$@","J0O","7.09","0.1","1.4104372","10.0","0.0","0.0","0.0","0.0","7.09","7.09","7.09","6.99","70900.0","8",,"2011-07-26 18:22:39",
"DBXT MSCHINA 10US$@","LG9","12.49","0.03","0.24019216","5.0","7.5","12.55","12.64","3.75","12.49","12.49","12.49","12.46","62450.0","8",,"2011-07-26 18:22:39",
"DBXT MSEmer 10US$@","J0M","0.0","0.0","0.0","0.0","10.0","4.4","0.0","0.0","0.0","0.0","0.0","4.37","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSEmerAsi10US$@","J0N","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSEurope 10US$@","IH3","48.41","-0.46","-0.9502169","1.1","0.0","0.0","0.0","0.0","48.41","48.41","48.41","48.87","53251.0","8",,"2011-07-26 18:22:39",
"DBXT MSINDIA 10US$@","LG8","10.55","0.15","1.421801","13.1","10.0","10.34","10.43","10.0","10.53","10.55","10.53","10.4","138053.0","8",,"2011-07-26 18:22:39",
"DBXT MSINDO 10US$@","KJ7","16.64","0.19","1.141827","21.8","0.29","16.64","0.0","0.0","16.5","16.67","16.5","16.45","362110.0","8",,"2011-07-26 18:22:39",
"DBXT MSJAP 10US$@","LF2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.51","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSKorea 10US$@","IH2","65.58","0.77","1.1741384","3.9","0.0","0.0","0.0","0.0","64.89","65.58","64.89","64.81","254046.0","8",,"2011-07-26 18:22:39",
"DBXT MSMSIA 10US$@","LG6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.72","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSPacExJp10US$@","J0Q","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.54","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSPHILS 10 US$@","N2E","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.358","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSRussia 10US$@","J0R","0.0","0.0","0.0","0.0","15.0","3.84","3.88","15.0","0.0","0.0","0.0","3.83","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSTaiwan 10US$@","HD7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.02","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSTHAI 10US$@","LG7","18.36","0.14","0.7625272","44.09","0.0","0.0","0.0","0.0","18.5","18.5","18.36","18.22","813693.0","8",,"2011-07-26 18:22:39",
"DBXT MSUSA 10US$@","KF8","0.0","0.0","0.0","0.0","5.0","31.99","0.0","0.0","0.0","0.0","0.0","31.86","0.0","8",,"2011-07-26 18:22:39",
"DBXT MSWorld 10US$@","J0P","3.3","0.02","0.6060606","20.0","0.0","0.0","0.0","0.0","3.3","3.3","3.3","3.28","66000.0","8",,"2011-07-26 18:22:39",
"DBXT Nifty 10US$@","HE0","129.09","-0.66","-0.51127124","9.47","0.0","0.0","0.0","0.0","130.36","131.97","128.24","129.75","1231164.0","8",,"2011-07-26 18:22:39",
"DBXT S&P500 10US$@","K6K","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.13","0.0","8",,"2011-07-26 18:22:39",
"DBXT S&PShort10US$@","HD6","41.37","-0.2","-0.48344213","7.6","5.0","41.34","41.5","2.4","41.57","41.66","41.23","41.57","314730.0","8",,"2011-07-26 18:22:39",
"DBXT SORA 5SG$@","KJ6","0.0","0.0","0.0","0.0","5.0","107.66","107.71","5.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-07-26 18:22:39",
"DBXT SPASX200 10US$@","LF1","0.0","0.0","0.0","0.0","0.25","34.15","0.0","0.0","0.0","0.0","0.0","36.55","0.0","8",,"2011-07-26 18:22:39",
"DBXT STGLDv 10US$@","KT3","28.57","-0.33","-1.1550578","0.39","0.01","28.0","0.0","0.0","28.57","28.57","28.57","28.9","11142.0","8","XD","2011-07-26 18:22:39",
"DBXT USDIGInfl5US$@","KF5","0.0","0.0","0.0","0.0","0.3","254.99","256.79","0.3","0.0","0.0","0.0","242.9","0.0","8",,"2011-07-26 18:22:39",
"DBXT USDMM 5US$@","IH4","0.0","0.0","0.0","0.0","3.0","170.85","170.88","3.0","0.0","0.0","0.0","170.88","0.0","8",,"2011-07-26 18:22:39",
"DBXT Vietnam 10US$@","HD9","27.28","-0.03","-0.109970674","8.24","0.7","26.98","0.0","0.0","27.2","27.28","27.02","27.31","223732.0","8",,"2011-07-26 18:22:39",
"DCM ADR 10US$","N6ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.18","0.0","7",,"2011-07-26 18:22:39",
"Debao","K2M","0.0","0.0","0.0","0.0","18.0","0.108","0.13","48.0","0.0","0.0","0.0","0.13","0.0","9",,"2011-07-26 18:22:39",
"Del Monte","D03","0.445","-0.0050","-1.1235955","5.0","86.0","0.435","0.45","110.0","0.435","0.445","0.435","0.45","2185.0","2",,"2011-07-26 18:22:39",
"DelongH","B1N","0.395","-0.02","-5.063291","2.0","40.0","0.38","0.415","15.0","0.38","0.395","0.38","0.415","775.0","2",,"2011-07-26 18:22:39",
"Des Studio","D11","0.0","0.0","0.0","0.0","5.0","0.535","0.585","5.0","0.0","0.0","0.0","0.585","0.0","2",,"2011-07-26 18:22:39",
"Devotion","D08","0.0","0.0","0.0","0.0","90.0","0.07","0.0","0.0","0.0","0.0","0.0","0.07","0.0","2",,"2011-07-26 18:22:39",
"Digiland","G77","0.0020","0.0","0.0","4200.0","90650.0","0.0020","0.0030","110572.0","0.0020","0.0030","0.0020","0.0020","10400.0","4",,"2011-07-26 18:22:39",
"DMX Tech","5CH","0.325","0.01","3.0769231","4402.0","354.0","0.325","0.33","1065.0","0.32","0.33","0.32","0.315","1424230.0","A",,"2011-07-26 18:22:39",
"Dragon Gp","MT1","0.0","0.0","0.0","0.0","227.0","0.049","0.055","70.0","0.0","0.0","0.0","0.05","0.0","4",,"2011-07-26 18:22:39",
"DTAC 200US$","B2W","2.2","-0.08","-3.6363635","33.6","2.0","2.12","2.2","4.0","2.26","2.27","2.18","2.28","74506.0","7",,"2011-07-26 18:22:39",
"Dukang","GJ8","0.0","0.0","0.0","0.0","19.0","0.505","0.55","13.0","0.0","0.0","0.0","0.53","0.0","2",,"2011-07-26 18:22:39",
"Dutech","CZ4","0.0","0.0","0.0","0.0","100.0","0.17","0.18","46.0","0.0","0.0","0.0","0.17","0.0","2",,"2011-07-26 18:22:39",
"DutyFree","5SO","0.305","0.035","11.4754095","24.0","20.0","0.28","0.32","14.0","0.315","0.32","0.305","0.27","7445.0","A",,"2011-07-26 18:22:39",
"Dyna-Mac","NO4","0.59","0.02","3.3898306","42843.0","4273.0","0.585","0.59","1364.0","0.57","0.595","0.565","0.57","2.492277E7","A",,"2011-07-26 18:22:39",
"Dynamic","D6U","0.0","0.0","0.0","0.0","190.0","0.105","0.11","34.0","0.0","0.0","0.0","0.11","0.0","2",,"2011-07-26 18:22:39",
"EasternH","5KU","0.0","0.0","0.0","0.0","30.0","0.172","0.18","30.0","0.0","0.0","0.0","0.171","0.0","2",,"2011-07-26 18:22:39",
"EastGateTech^","N0L","0.042","0.0010","2.3809524","7725.0","3375.0","0.041","0.042","2099.0","0.04","0.042","0.04","0.041","313995.0","2",,"2011-07-26 18:22:39",
"EcoWise","5CT","0.13","-0.0070","-5.384616","5500.0","511.0","0.13","0.131","22.0","0.14","0.14","0.127","0.137","730383.0","A",,"2011-07-26 18:22:39",
"ECS","E18","0.855","0.035","4.0935674","1401.0","2.0","0.855","0.86","15.0","0.825","0.87","0.825","0.82","1196465.0","A",,"2011-07-26 18:22:39",
"EDMI","5DR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.365","0.0","2",,"2011-07-26 18:22:39",
"Elec US$","E16","3.63","-0.04","-1.1019284","5.0","4.0","3.63","3.69","2.0","3.67","3.67","3.63","3.67","18230.0","2",,"2011-07-26 18:22:39",
"Elektromotive","5KX","0.017","0.0","0.0","4456.0","1315.0","0.017","0.018","1420.0","0.018","0.018","0.016","0.017","76400.0","2",,"2011-07-26 18:22:39",
"Elite KSB","550","0.275","-0.015","-5.4545455","125.0","4.0","0.28","0.3","29.0","0.3","0.3","0.275","0.29","35000.0","4",,"2011-07-26 18:22:39",
"Ellipsiz","E13","0.113","0.0060","5.309735","432.0","230.0","0.108","0.113","23.0","0.107","0.113","0.107","0.107","46881.0","A",,"2011-07-26 18:22:39",
"EMS Ener","5DE","0.044","0.0010","2.2727273","251.0","279.0","0.042","0.044","478.0","0.043","0.044","0.043","0.043","10994.0","A",,"2011-07-26 18:22:39",
"EnGro Corp","S44","0.82","-0.02","-2.4390244","16.0","10.0","0.82","0.84","9.0","0.835","0.84","0.82","0.84","13330.0","2",,"2011-07-26 18:22:39",
"Enviro-Hub","L23","0.12","0.0010","0.8333334","256.0","1.0","0.12","0.131","100.0","0.115","0.12","0.115","0.119","29895.0","2",,"2011-07-26 18:22:39",
"Epicentre","5MQ","0.61","0.0","0.0","83.0","43.0","0.61","0.62","10.0","0.62","0.62","0.61","0.61","51350.0","4",,"2011-07-26 18:22:39",
"Equation","532","0.039","0.0","0.0","150.0","712.0","0.039","0.04","757.0","0.039","0.039","0.039","0.039","5850.0","2",,"2011-07-26 18:22:39",
"Eratat","FO8","0.168","0.0020","1.1904762","336.0","200.0","0.166","0.17","215.0","0.168","0.169","0.168","0.166","56684.0","2",,"2011-07-26 18:22:39",
"ES Group","5RC","0.0","0.0","0.0","0.0","15.0","0.16","0.23","30.0","0.0","0.0","0.0","0.23","0.0","2",,"2011-07-26 18:22:39",
"Etika","5FR","0.385","0.01","2.5974026","40.0","54.0","0.375","0.385","50.0","0.385","0.385","0.385","0.375","15400.0","2",,"2011-07-26 18:22:39",
"Eucon","E27","0.027","0.0020","7.4074073","50.0","5.0","0.026","0.027","95.0","0.026","0.027","0.026","0.025","1335.0","A",,"2011-07-26 18:22:39",
"EuNetw cb130401","5QIB","0.0","0.0","0.0","0.0","222.0","0.52","0.0","0.0","0.0","0.0","0.0","0.5","0.0","5",,"2011-07-26 18:22:39",
"EuNetworks","H23","0.015","0.0010","6.666667","58393.0","12902.0","0.015","0.016","20.0","0.015","0.016","0.015","0.014","914031.0","A","CR","2011-07-26 18:22:39",
"Europtron","E23","0.025","0.0","0.0","1648.0","652.0","0.025","0.026","700.0","0.025","0.025","0.025","0.025","41200.0","2",,"2011-07-26 18:22:39",
"EuYanSang","E02","0.0","0.0","0.0","0.0","6.0","0.795","0.8","3.0","0.0","0.0","0.0","0.805","0.0","4",,"2011-07-26 18:22:39",
"Excelpoint","E17","0.052","-0.018","-34.615383","178.0","3.0","0.052","0.057","30.0","0.052","0.06","0.052","0.07","10160.0","4",,"2011-07-26 18:22:39",
"EzionHldg","5ME","0.695","0.0050","0.7194245","1597.0","316.0","0.695","0.7","161.0","0.69","0.705","0.69","0.69","1114285.0","A",,"2011-07-26 18:22:39",
"Ezra","5DN","1.26","0.0050","0.3968254","8422.0","734.0","1.26","1.265","132.0","1.26","1.275","1.25","1.255","1.063834E7","7",,"2011-07-26 18:22:39",
"Ezra.ES.1107@","OD0","0.0","0.0","0.0","0.0","0.0","0.0","1.295","11.0","0.0","0.0","0.0","1.255","0.0","5",,"2011-07-26 18:22:39",
"Ezra.ES.1108@","OQ8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:39",
